"","pre_nba_group","Month","MonthBin","round","mean_gs","size"
"194",3,10,2,3,3.22857142857143,7
"195",3,10,3,1,4.46410256410256,78
"196",3,10,3,2,2.62619047619048,42
"197",3,10,3,3,3.475,12
"198",3,11,1,1,4.12159090909091,264
"199",3,11,1,2,3.53372093023256,86
"200",3,11,1,3,2.4,26
"201",3,11,2,1,4.64658634538153,249
"202",3,11,2,2,2.64166666666667,96
"203",3,11,2,3,1.89423076923077,52
"204",3,11,3,1,4.71954887218045,266
"205",3,11,3,2,2.77363636363636,110
"206",3,11,3,3,2.41020408163265,49
"207",3,12,1,1,4.35238095238095,252
"208",3,12,1,2,3.21442307692308,104
"209",3,12,1,3,2.12765957446809,47
"210",3,12,2,1,4.15905172413793,232
"211",3,12,2,2,3.56388888888889,108
"212",3,12,2,3,2.05217391304348,46
"213",3,12,3,1,4.21412639405204,269
"214",3,12,3,2,3.49,120
"215",3,12,3,3,1.88333333333333,42
"216",4,1,1,1,4.48648648648649,259
"217",4,1,1,2,3.23598130841122,214
"218",4,1,1,3,2.85159574468085,188
"219",4,1,2,1,4.47170542635659,258
"220",4,1,2,2,3.11153846153846,260
"221",4,1,2,3,2.98820754716981,212
"222",4,1,3,1,3.87582417582418,273
"223",4,1,3,2,3.00693069306931,303
"224",4,1,3,3,2.99455252918288,257
"225",4,2,1,1,4.66071428571429,252
"226",4,2,1,2,3.09857651245552,281
"227",4,2,1,3,2.84876033057851,242
"228",4,2,2,1,4.8077380952381,168
"229",4,2,2,2,3.15810055865922,179
"230",4,2,2,3,2.69059829059829,117
"231",4,2,3,1,4.56923076923077,221
"232",4,2,3,2,3.34977578475336,223
"233",4,2,3,3,3.12138364779874,159
"234",4,3,1,1,4.76332046332046,259
"235",4,3,1,2,3.45659722222222,288
"236",4,3,1,3,3.21260162601626,246
"237",4,3,2,1,5.02964285714286,280
"238",4,3,2,2,3.3375,280
"239",4,3,2,3,3.50751445086705,346
"240",4,3,3,1,4.9681660899654,289
"241",4,3,3,2,3.63440514469453,311
"242",4,3,3,3,3.35011933174224,419
"243",4,4,1,1,5.46287878787879,264
"244",4,4,1,2,3.65846645367412,313
"245",4,4,1,3,3.92359813084112,428
"246",4,4,2,1,5.40204081632653,196
"247",4,4,2,2,3.79953488372093,215
"248",4,4,2,3,3.92607142857143,280
"249",4,4,3,1,3.83203883495146,103
"250",4,4,3,2,2.82619047619048,84
"251",4,4,3,3,2.39714285714286,70
"252",4,5,1,1,3.56590909090909,44
"253",4,5,1,2,2.43125,48
"254",4,5,1,3,2.31111111111111,36
"255",4,5,2,1,1.70555555555556,18
"256",4,5,2,2,1.93461538461538,26
"257",4,5,2,3,2.45714285714286,28
"258",4,5,3,1,2.61111111111111,18
"259",4,5,3,2,1.35789473684211,19
"260",4,5,3,3,2.11333333333333,15
"261",4,6,1,1,0.52,10
"262",4,6,1,2,4.3,4
"263",4,6,1,3,3.075,8
"264",4,6,2,1,3.12,5
"265",4,6,2,2,0.975,4
"266",4,6,2,3,4.5,4
"267",4,6,3,1,0.1,1
"268",4,6,3,3,2.9,1
"269",4,10,2,1,3.48333333333333,6
"270",4,10,2,2,1.18,10
"271",4,10,2,3,0.633333333333333,9
"272",4,10,3,1,3.41095890410959,73
"273",4,10,3,2,3.23636363636364,77
"274",4,10,3,3,1.53802816901408,71
"275",4,11,1,1,3.14166666666667,216
"276",4,11,1,2,2.103125,192
"277",4,11,1,3,2.46830985915493,142
"278",4,11,2,1,3.78536585365854,205
"279",4,11,2,2,2.88756756756757,185
"280",4,11,2,3,2.61777777777778,180
"281",4,11,3,1,3.45948275862069,232
"282",4,11,3,2,2.84095238095238,210
"283",4,11,3,3,2.57142857142857,203
"284",4,12,1,1,3.78311111111111,225
"285",4,12,1,2,2.790625,192
"286",4,12,1,3,2.80224719101124,178
"287",4,12,2,1,3.72764976958525,217
"288",4,12,2,2,2.75068493150685,219
"289",4,12,2,3,2.62804232804233,189
"290",4,12,3,1,4.50756302521008,238
"291",4,12,3,2,2.57885462555066,227
"292",4,12,3,3,2.41166666666667,180
"293",5,1,1,1,3.97647058823529,34
"294",5,1,1,2,4.37941176470588,34
"295",5,1,1,3,3.55,6
"296",5,1,2,1,4.1695652173913,46
"297",5,1,2,2,3.87647058823529,34
"298",5,1,2,3,1.62,5
"299",5,1,3,1,3.89454545454545,55
"300",5,1,3,2,4.196875,32
"301",5,1,3,3,5.78,5
"302",5,2,1,1,5.734,50
"303",5,2,1,2,2.096875,32
"304",5,2,1,3,3.07142857142857,7
"305",5,2,2,1,4.58,30
"306",5,2,2,2,3.97647058823529,17
"307",5,2,2,3,4.16,5
"308",5,2,3,1,3.28837209302326,43
"309",5,2,3,2,3.35,16
"310",5,2,3,3,-1,1
"311",5,3,1,1,4.71333333333333,45
"312",5,3,1,2,3.84,35
"313",5,3,1,3,1.95,6
"314",5,3,2,1,4.50869565217391,46
"315",5,3,2,2,3.285,40
"316",5,3,2,3,1.125,4
"317",5,3,3,1,3.67543859649123,57
"318",5,3,3,2,3.8125,40
"319",5,3,3,3,0.575,4
"320",5,4,1,1,4.62272727272727,44
"321",5,4,1,2,3.37777777777778,45
"322",5,4,1,3,1.51666666666667,6
"323",5,4,2,1,4.41,30
"324",5,4,2,2,3.43611111111111,36
"325",5,4,2,3,1.75,4
"326",5,4,3,1,4.45714285714286,14
"327",5,4,3,2,2.74210526315789,19
"328",5,4,3,3,-1.1,1
"329",5,5,1,1,1.86,5
"330",5,5,1,2,1.72857142857143,14
"331",5,5,2,1,0.35,2
"332",5,5,2,2,3.47777777777778,9
"333",5,5,3,1,1.5,2
"334",5,5,3,2,1.15,6
"335",5,6,1,1,2.5,2
"336",5,6,1,2,-0.233333333333333,3
"337",5,6,2,2,4.5,1
"338",5,10,2,2,4,4
"339",5,10,2,3,2.2,1
"340",5,10,3,1,2.15,24
"341",5,10,3,2,1.23636363636364,11
"342",5,10,3,3,0.9,4
"343",5,11,1,1,2.81842105263158,38
"344",5,11,1,2,1.94666666666667,30
"345",5,11,1,3,2.4,6
"346",5,11,2,1,3.01707317073171,41
"347",5,11,2,2,2.28125,32
"348",5,11,2,3,1.34444444444444,9
"349",5,11,3,1,3.67142857142857,49
"350",5,11,3,2,2.66153846153846,26
"351",5,11,3,3,1.37142857142857,7
"352",5,12,1,1,3.26363636363636,33
"353",5,12,1,2,2.93939393939394,33
"354",5,12,1,3,1.575,8
"355",5,12,2,1,4.28888888888889,36
"356",5,12,2,2,3.73870967741935,31
"357",5,12,2,3,5.1,5
"358",5,12,3,1,4.05757575757576,33
"359",5,12,3,2,2.85151515151515,33
"360",5,12,3,3,4.3,6
"361",6,1,1,1,3.009375,32
"362",6,1,1,2,3.48333333333333,18
"363",6,1,1,3,4.15,10
"364",6,1,2,1,3.42051282051282,39
"365",6,1,2,2,4.13888888888889,18
"366",6,1,2,3,5.28333333333333,12
"367",6,1,3,1,3.78260869565217,46
"368",6,1,3,2,5.85,20
"369",6,1,3,3,5.26666666666667,9
"370",6,2,1,1,3.3906976744186,43
"371",6,2,1,2,3.7,15
"372",6,2,1,3,5.02142857142857,14
"373",6,2,2,1,3.996,25
"374",6,2,2,2,5.5,10
"375",6,2,2,3,8.94,5
"376",6,2,3,1,3.61428571428571,35
"377",6,2,3,2,3.58181818181818,11
"378",6,2,3,3,4.6875,8
"379",6,3,1,1,3.86444444444444,45
"380",6,3,1,2,1.91111111111111,9
"381",6,3,1,3,4.43333333333333,12
"382",6,3,2,1,5.37674418604651,43
"383",6,3,2,2,3.43076923076923,13
"384",6,3,2,3,5.625,12
"385",6,3,3,1,4.29622641509434,53
"386",6,3,3,2,4.76,20
"387",6,3,3,3,4.19375,16
"388",6,4,1,1,4.19583333333333,48
"389",6,4,1,2,6.26666666666667,18
"390",6,4,1,3,3.58461538461538,13
"391",6,4,2,1,5.23095238095238,42
"392",6,4,2,2,3.0875,8
"393",6,4,2,3,4.12307692307692,13
"394",6,4,3,1,3.94166666666667,12
"395",6,4,3,3,9.15,2
"396",6,5,1,1,2.8,7
"397",6,5,2,1,3.53333333333333,6
"398",6,5,3,1,2.025,4
"399",6,10,2,2,-0.05,2
"400",6,10,2,3,1.25,2
"401",6,10,3,1,1.79090909090909,11
"402",6,10,3,2,4.34285714285714,7
"403",6,10,3,3,1.46666666666667,6
"404",6,11,1,1,2.26216216216216,37
"405",6,11,1,2,2.67333333333333,15
"406",6,11,1,3,6.15555555555556,9
"407",6,11,2,1,2.92777777777778,36
"408",6,11,2,2,2.56666666666667,12
"409",6,11,2,3,8.5,4
"410",6,11,3,1,2.1,43
"411",6,11,3,2,2.62142857142857,14
"412",6,11,3,3,5.17272727272727,11
"413",6,12,1,1,2.79512195121951,41
"414",6,12,1,2,3.37647058823529,17
"415",6,12,1,3,4.92857142857143,7
"416",6,12,2,1,3.5741935483871,31
"417",6,12,2,2,3.73846153846154,13
"418",6,12,2,3,4.6,8
"419",6,12,3,1,3.29259259259259,27
"420",6,12,3,2,4.32,10
"421",6,12,3,3,6.16666666666667,6
"422",7,1,1,1,4.14255319148936,47
"423",7,1,1,2,4.43636363636364,33
"424",7,1,1,3,3.31666666666667,18
"425",7,1,2,1,4.47843137254902,51
"426",7,1,2,2,5.58108108108108,37
"427",7,1,2,3,4.42222222222222,18
"428",7,1,3,1,4.84827586206897,58
"429",7,1,3,2,6.159375,32
"430",7,1,3,3,5.47142857142857,35
"431",7,2,1,1,4.18297872340426,47
"432",7,2,1,2,6.18484848484848,33
"433",7,2,1,3,3.71363636363636,22
"434",7,2,2,1,4.91818181818182,33
"435",7,2,2,2,6.83125,16
"436",7,2,2,3,3.28333333333333,12
"437",7,2,3,1,5.73333333333333,36
"438",7,2,3,2,4.025,28
"439",7,2,3,3,2.04444444444444,18
"440",7,3,1,1,5.82888888888889,45
"441",7,3,1,2,5.13055555555556,36
"442",7,3,1,3,3.24782608695652,23
"443",7,3,2,1,4.67735849056604,53
"444",7,3,2,2,4.81,40
"445",7,3,2,3,2.06875,16
"446",7,3,3,1,4.28297872340426,47
"447",7,3,3,2,3.40769230769231,39
"448",7,3,3,3,3.76785714285714,28
"449",7,4,1,1,4.87111111111111,45
"450",7,4,1,2,5.68,50
"451",7,4,1,3,5.67142857142857,21
"452",7,4,2,1,4.59285714285714,28
"453",7,4,2,2,5.35,30
"454",7,4,2,3,3.88571428571429,14
"455",7,4,3,1,3.57272727272727,22
"456",7,4,3,2,2.45555555555556,9
"457",7,4,3,3,5.575,4
"458",7,5,1,1,4.85555555555556,9
"459",7,5,1,2,0.933333333333333,6
"460",7,5,1,3,-0.4,2
"461",7,5,2,1,0.4,9
"462",7,5,2,2,2.85714285714286,7
"463",7,5,2,3,1.2,1
"464",7,5,3,1,1.18,5
"465",7,5,3,2,0.38,5
"466",7,6,1,1,3.5,2
"467",7,6,1,2,0.8,2
"468",7,6,2,1,1.5,3
"469",7,6,3,1,-1.4,1
"470",7,10,2,1,-0.5,1
"471",7,10,2,2,0,1
"472",7,10,2,3,2.45,2
"473",7,10,3,1,4.08571428571429,14
"474",7,10,3,2,3.18823529411765,17
"475",7,10,3,3,3.7,14
"476",7,11,1,1,4.52093023255814,43
"477",7,11,1,2,2.98064516129032,31
"478",7,11,1,3,2.84,25
"479",7,11,2,1,4.31428571428571,42
"480",7,11,2,2,4.0037037037037,27
"481",7,11,2,3,1.72692307692308,26
"482",7,11,3,1,5.23555555555556,45
"483",7,11,3,2,5.69333333333333,30
"484",7,11,3,3,4.525,20
"485",7,12,1,1,4.43488372093023,43
"486",7,12,1,2,4.71818181818182,33
"487",7,12,1,3,3.67037037037037,27
"488",7,12,2,1,4.26923076923077,39
"489",7,12,2,2,4.36666666666667,39
"490",7,12,2,3,3.07,20
"491",7,12,3,1,3.6936170212766,47
"492",7,12,3,2,4.82285714285714,35
"493",7,12,3,3,4.25909090909091,22
"494",8,1,1,1,7.125,36
"495",8,1,1,2,4.03333333333333,33
"496",8,1,1,3,4.80425531914894,47
"497",8,1,2,1,4.56785714285714,28
"498",8,1,2,2,5.71111111111111,27
"499",8,1,2,3,4.74358974358974,39
"500",8,1,3,1,4.15862068965517,29
"501",8,1,3,2,4.15142857142857,35
"502",8,1,3,3,4.98245614035088,57
"503",8,2,1,1,5.61875,32
"504",8,2,1,2,5.19642857142857,28
"505",8,2,1,3,3.90526315789474,38
"506",8,2,2,1,8.46666666666667,21
"507",8,2,2,2,4.41538461538462,13
"508",8,2,2,3,4.86,20
"509",8,2,3,1,4.87058823529412,17
"510",8,2,3,2,4.71176470588235,17
"511",8,2,3,3,4.14878048780488,41
"512",8,3,1,1,5.74666666666667,30
"513",8,3,1,2,4.65454545454545,22
"514",8,3,1,3,4.69827586206897,58
"515",8,3,2,1,4.6,20
"516",8,3,2,2,3.35294117647059,17
"517",8,3,2,3,4.65090909090909,55
"518",8,3,3,1,4.54117647058824,34
"519",8,3,3,2,5.98,15
"520",8,3,3,3,4.55423728813559,59
"521",8,4,1,1,5.25,32
"522",8,4,1,2,6.05555555555556,18
"523",8,4,1,3,4.78888888888889,45
"524",8,4,2,1,5.276,25
"525",8,4,2,2,6.45833333333333,12
"526",8,4,2,3,5.51142857142857,35
"527",8,4,3,1,5.21818181818182,11
"528",8,4,3,2,3.05384615384615,13
"529",8,4,3,3,3.89166666666667,12
"530",8,5,1,1,4.76666666666667,3
"531",8,5,1,2,3.78,5
"532",8,5,1,3,2.79090909090909,11
"533",8,5,2,1,5.1,2
"534",8,5,2,2,0.0666666666666667,3
"535",8,5,2,3,1.9,6
"536",8,5,3,2,-1,1
"537",8,10,2,1,0.8,1
"538",8,10,2,3,2.9,1
"539",8,10,3,1,7.61666666666667,12
"540",8,10,3,2,4.1,12
"541",8,10,3,3,2.01111111111111,9
"542",8,11,1,1,5.365625,32
"543",8,11,1,2,3.3,29
"544",8,11,1,3,3.06153846153846,39
"545",8,11,2,1,3.83,30
"546",8,11,2,2,4.79411764705882,34
"547",8,11,2,3,4.18780487804878,41
"548",8,11,3,1,5.41153846153846,26
"549",8,11,3,2,4.76086956521739,23
"550",8,11,3,3,3.84210526315789,38
"551",8,12,1,1,6.00625,32
"552",8,12,1,2,3.821875,32
"553",8,12,1,3,4.5953488372093,43
"554",8,12,2,1,4.39090909090909,22
"555",8,12,2,2,3.81724137931034,29
"556",8,12,2,3,3.87391304347826,46
"557",8,12,3,1,7.06774193548387,31
"558",8,12,3,2,3.09666666666667,30
"559",8,12,3,3,4.31666666666667,54
"560",9,1,1,1,4.2625,64
"561",9,1,1,2,2.68571428571429,21
"562",9,1,1,3,3.34117647058824,17
"563",9,1,2,1,4.1,55
"564",9,1,2,2,2.89142857142857,35
"565",9,1,2,3,3.94761904761905,21
"566",9,1,3,1,4.06153846153846,65
"567",9,1,3,2,6.471875,32
"568",9,1,3,3,3.42,25
"569",9,2,1,1,3.48983050847458,59
"570",9,2,1,2,4.88108108108108,37
"571",9,2,1,3,2.35555555555556,27
"572",9,2,2,1,4.46,45
"573",9,2,2,2,4.84117647058823,17
"574",9,2,2,3,5.65,16
"575",9,2,3,1,3.97450980392157,51
"576",9,2,3,2,5.21111111111111,18
"577",9,2,3,3,3.75652173913043,23
"578",9,3,1,1,3.63428571428571,70
"579",9,3,1,2,5.85357142857143,28
"580",9,3,1,3,2.60322580645161,31
"581",9,3,2,1,4.4453488372093,86
"582",9,3,2,2,4.73055555555556,36
"583",9,3,2,3,3.390625,32
"584",9,3,3,1,4.0625,88
"585",9,3,3,2,4.26888888888889,45
"586",9,3,3,3,5.2030303030303,33
"587",9,4,1,1,6.06623376623377,77
"588",9,4,1,2,6.05526315789474,38
"589",9,4,1,3,3.68372093023256,43
"590",9,4,2,1,6.54923076923077,65
"591",9,4,2,2,4.89583333333333,24
"592",9,4,2,3,4.14333333333333,30
"593",9,4,3,1,3.31333333333333,15
"594",9,4,3,2,5.125,4
"595",9,4,3,3,5.05,6
"596",9,5,1,1,4.33333333333333,6
"597",9,5,1,3,0.85,2
"598",9,5,2,1,-0.7,2
"599",9,6,1,1,-0.4,1
"600",9,6,2,1,-0.4,2
"601",9,10,2,2,1.1,2
"602",9,10,3,1,2.78888888888889,9
"603",9,10,3,2,4.1,9
"604",9,10,3,3,1.01666666666667,6
"605",9,11,1,1,3.6,62
"606",9,11,1,2,4.24,15
"607",9,11,1,3,1.805,20
"608",9,11,2,1,3.09285714285714,56
"609",9,11,2,2,3.21851851851852,27
"610",9,11,2,3,3.535,20
"611",9,11,3,1,3.64363636363636,55
"612",9,11,3,2,4.10833333333333,24
"613",9,11,3,3,5.04210526315789,19
"614",9,12,1,1,3.61851851851852,54
"615",9,12,1,2,3.128,25
"616",9,12,1,3,4.68095238095238,21
"617",9,12,2,1,4.07678571428571,56
"618",9,12,2,2,2.9375,24
"619",9,12,2,3,3.91,20
"620",9,12,3,1,4.62452830188679,53
"621",9,12,3,2,2.87368421052632,19
"622",9,12,3,3,2.87619047619048,21
"623",10,1,1,1,2.71176470588235,17
"624",10,1,1,2,1.7825,40
"625",10,1,1,3,2.8775,80
"626",10,1,2,1,4.94736842105263,19
"627",10,1,2,2,3.08055555555556,36
"628",10,1,2,3,4.15857142857143,70
"629",10,1,3,1,5.59615384615385,26
"630",10,1,3,2,3.48139534883721,43
"631",10,1,3,3,3.34953271028037,107
"632",10,2,1,1,5.10909090909091,22
"633",10,2,1,2,3.395,40
"634",10,2,1,3,3.06344086021505,93
"635",10,2,2,1,5.56666666666667,12
"636",10,2,2,2,4.2625,24
"637",10,2,2,3,3.26938775510204,49
"638",10,2,3,1,5.2375,16
"639",10,2,3,2,3.33125,32
"640",10,2,3,3,2.70625,64
"641",10,3,1,1,5.01666666666667,12
"642",10,3,1,2,3.0027027027027,37
"643",10,3,1,3,3.14651162790698,86
"644",10,3,2,1,5.22727272727273,11
"645",10,3,2,2,3.2,43
"646",10,3,2,3,3.15483870967742,93
"647",10,3,3,1,4.27391304347826,23
"648",10,3,3,2,3.73620689655172,58
"649",10,3,3,3,2.3,108
"650",10,4,1,1,4.36666666666667,21
"651",10,4,1,2,4.04651162790698,43
"652",10,4,1,3,4.13428571428571,105
"653",10,4,2,1,5.6,15
"654",10,4,2,2,4.75555555555556,36
"655",10,4,2,3,3.72328767123288,73
"656",10,4,3,1,4.2,9
"657",10,4,3,2,5.20833333333333,12
"658",10,4,3,3,2.18461538461538,39
"659",10,5,1,1,3.9,3
"660",10,5,1,2,5.06666666666667,3
"661",10,5,1,3,3.15555555555556,18
"662",10,5,2,3,0.857142857142857,7
"663",10,5,3,3,-0.133333333333333,3
"664",10,6,1,2,3.7,1
"665",10,6,1,3,-0.8,1
"666",10,10,2,3,4.9,4
"667",10,10,3,1,3.02857142857143,7
"668",10,10,3,2,2.35,8
"669",10,10,3,3,3.75483870967742,31
"670",10,11,1,1,4.9,18
"671",10,11,1,2,3.33,30
"672",10,11,1,3,3.73243243243243,74
"673",10,11,2,1,3.93636363636364,11
"674",10,11,2,2,3.26785714285714,28
"675",10,11,2,3,3.05510204081633,98
"676",10,11,3,1,5.01428571428571,21
"677",10,11,3,2,2.234375,32
"678",10,11,3,3,3.32637362637363,91
"679",10,12,1,1,5.1875,16
"680",10,12,1,2,3.9625,32
"681",10,12,1,3,3.35731707317073,82
"682",10,12,2,1,5.12142857142857,14
"683",10,12,2,2,3.28571428571429,35
"684",10,12,2,3,3.44148936170213,94
"685",10,12,3,1,5.875,20
"686",10,12,3,2,3.06590909090909,44
"687",10,12,3,3,2.77848101265823,79
